geo_code,geo_label,geo_labelw,label,name,HubName,HubDist
E08000001,Bolton,,E92000001E08000001,Bolton,"131236",0.524489018771527
E07000200,Babergh,,E92000001E07000200,Babergh,"156696",84.4943764686658
E09000003,Barnet,,E92000001E09000003,Barnet,"156696",102.031745944179
E07000194,Lichfield,,E92000001E07000194,Lichfield,"88171",10.535927213669
E07000118,Chorley,,E92000001E07000118,Chorley,"131587",1.86778079321172
S12000005,Clackmannanshire,,S92000003S12000005,Clackmannanshire,"118869",0.161468594775692
E07000102,Three Rivers,,E92000001E07000102,Three Rivers,"90213",105.391164972446
95PP,Fermanagh,,N9200000295PP,Fermanagh,"146785",172.252023996096
95WW,Newtownabbey,,N9200000295WW,Newtownabbey,"142525",79.4325788583515
S12000044,North Lanarkshire,,S92000003S12000044,North Lanarkshire,"124976",0.0813419832431845
E07000150,Corby,,E92000001E07000150,Corby,"146527",33.7848361985259
E09000026,Redbridge,,E92000001E09000026,Redbridge,"156696",81.7076871053538
E06000015,Derby,,E92000001E06000015,Derby,"50963",6.76920001586635
E07000040,East Devon,,E92000001E07000040,East Devon,"129499",59.9651821619525
E07000170,Ashfield,,E92000001E07000170,Ashfield,"146054",1.05914793239643
E07000096,Dacorum,,E92000001E07000096,Dacorum,"90213",91.2876441689351
E07000165,Harrogate,,E92000001E07000165,Harrogate,"101824",4.10621279382503
E07000107,Dartford,,E92000001E07000107,Dartford,"156696",65.5457432714
E07000122,Pendle,,E92000001E07000122,Pendle,"31685",3.27596463673243
E09000022,Lambeth,,E92000001E09000022,Lambeth,"156696",90.8327082139765
E07000207,Elmbridge,,E92000001E07000207,Elmbridge,"156696",109.104077804061
E07000032,Amber Valley,,E92000001E07000032,Amber Valley,"53410",0.0394820731891819
E06000007,Warrington,,E92000001E06000007,Warrington,"154990",5.84837592168474
E07000092,Rushmoor,,E92000001E07000092,Rushmoor,"86380",114.747248022202
E07000223,Adur,,E92000001E07000223,Adur,"26989",113.6375742203
95BB,Ards,,N9200000295BB,Ards,"159596",99.8276088911838
E07000176,Rushcliffe,,E92000001E07000176,Rushcliffe,"149152",1.28713668967288
E07000144,Broadland,,E92000001E07000144,Broadland,"146526",152.972117149116
E07000236,Redditch,,E92000001E07000236,Redditch,"57029",18.7613781248365
E09000012,Hackney,,E92000001E09000012,Hackney,"156696",89.4700007096829
E08000027,Dudley,,E92000001E08000027,Dudley,"65201",0.0528367365958775
E07000238,Wychavon,,E92000001E07000238,Wychavon,"54774",27.6088916421772
E07000053,Weymouth and Portland,,E92000001E07000053,Weymouth and Portland,"83107",70.7397944107201
E09000014,Haringey,,E92000001E09000014,Haringey,"156696",93.8033943736744
S12000033,Aberdeen City,,S92000003S12000033,Aberdeen City,"128833",100.721605807071
S12000042,Dundee City,,S92000003S12000042,Dundee City,"138850",18.282503271819
E07000073,Harlow,,E92000001E07000073,Harlow,"156696",89.0840051197908
E06000050,Cheshire West and Chester,,E92000001E06000050,Cheshire West and Chester,"42454",17.8857263319455
W06000018,Caerphilly,Caerffili,W92000004W06000018,Caerphilly,"67443",0.219308416732057
E06000019,"Herefordshire, County of",,E92000001E06000019,"Herefordshire, County of","136079",27.4211888997134
E09000031,Waltham Forest,,E92000001E09000031,Waltham Forest,"156696",88.4666176841008
E07000085,East Hampshire,,E92000001E07000085,East Hampshire,"86387",105.23679806027
E09000007,Camden,,E92000001E09000007,Camden,"156696",95.8719076686966
E07000152,East Northamptonshire,,E92000001E07000152,East Northamptonshire,"146527",46.2871896986374
E07000212,Runnymede,,E92000001E07000212,Runnymede,"156696",119.326099252282
W06000004,Denbighshire,Sir Ddinbych,W92000004W06000004,Denbighshire,"39382",13.9835201368295
E09000030,Tower Hamlets,,E92000001E09000030,Tower Hamlets,"156696",86.7319690739336
E07000071,Colchester,,E92000001E07000071,Colchester,"156696",65.8965062373884
E06000010,"Kingston upon Hull, City of",,E92000001E06000010,"Kingston upon Hull, City of","148220",42.1691448187424
E07000098,Hertsmere,,E92000001E07000098,Hertsmere,"156696",108.301248492145
E08000032,Bradford,,E92000001E08000032,Bradford,"29801",1.1877901324355
E09000018,Hounslow,,E92000001E09000018,Hounslow,"156696",107.247896208003
95YY,Omagh,,N9200000295YY,Omagh,"146785",137.500529918766
E09000005,Brent,,E92000001E09000005,Brent,"156696",103.431828451656
E07000180,Vale of White Horse,,E92000001E07000180,Vale of White Horse,"80526",67.9036451474816
E08000006,Salford,,E92000001E08000006,Salford,"151126",1.16595217785809
S12000020,Moray,,S92000003S12000020,Moray,"130693",77.4137961189778
E07000110,Maidstone,,E92000001E07000110,Maidstone,"156696",41.5567857299824
E07000204,St Edmundsbury,,E92000001E07000204,St Edmundsbury,"156696",107.314288316263
E09000015,Harrow,,E92000001E09000015,Harrow,"156696",109.286593332131
E07000074,Maldon,,E92000001E07000074,Maldon,"156696",52.8378129715988
E07000211,Reigate and Banstead,,E92000001E07000211,Reigate and Banstead,"156696",95.7231366047316
E08000033,Calderdale,,E92000001E08000033,Calderdale,"167977",0.233384308351704
E07000027,Barrow-in-Furness,,E92000001E07000027,Barrow-in-Furness,"107292",33.7258838212736
E07000164,Hambleton,,E92000001E07000164,Hambleton,"124643",8.01643219531712
E07000146,King's Lynn and West Norfolk,,E92000001E07000146,King's Lynn and West Norfolk,"146526",95.3837948102105
E07000136,Boston,,E92000001E07000136,Boston,"165333",64.2952613600294
E07000094,Winchester,,E92000001E07000094,Winchester,"86387",84.9371477477951
E09000013,Hammersmith and Fulham,,E92000001E09000013,Hammersmith and Fulham,"156696",98.5814763384197
E06000012,North East Lincolnshire,,E92000001E06000012,North East Lincolnshire,"148220",54.2022559885102
S12000011,East Renfrewshire,,S92000003S12000011,East Renfrewshire,"14684",4.82065661326238
E08000004,Oldham,,E92000001E08000004,Oldham,"172321",0.484781305897165
E06000041,Wokingham,,E92000001E06000041,Wokingham,"132396",105.592334076305
E08000036,Wakefield,,E92000001E08000036,Wakefield,"71101",0.476509455363016
W06000021,Monmouthshire,Sir Fynwy,W92000004W06000021,Monmouthshire,"156496",10.5566140427348
E08000029,Solihull,,E92000001E08000029,Solihull,"151864",11.4398919422028
E07000043,North Devon,,E92000001E07000043,North Devon,"129498",7.09862312770416
E08000014,Sefton,,E92000001E08000014,Sefton,"109452",12.3565084079005
E06000049,Cheshire East,,E92000001E06000049,Cheshire East,"94755",10.3630051352675
E07000171,Bassetlaw,,E92000001E07000171,Bassetlaw,"150938",8.96032876844222
E07000239,Wyre Forest,,E92000001E07000239,Wyre Forest,"50684",4.92714186020307
E08000013,St. Helens,,E92000001E08000013,St. Helens,"169800",0.214999309710755
E07000116,Tunbridge Wells,,E92000001E07000116,Tunbridge Wells,"26989",58.510496744779
S12000014,Falkirk,,S92000003S12000014,Falkirk,"24061",1.18490333505216
E06000026,Plymouth,,E92000001E06000026,Plymouth,"130921",69.2550759114516
E06000031,Peterborough,,E92000001E06000031,Peterborough,"146527",49.8982780048246
E07000181,West Oxfordshire,,E92000001E07000181,West Oxfordshire,"90213",61.5499985926208
E08000035,Leeds,,E92000001E08000035,Leeds,"33429",1.28486019929425
S12000036,"Edinburgh, City of",,S92000003S12000036,"Edinburgh, City of","120214",5.49939811497714
S12000029,South Lanarkshire,,S92000003S12000029,South Lanarkshire,"45442",0.699176871613986
E07000051,Purbeck,,E92000001E07000051,Purbeck,"86387",64.2585477230735
E07000005,Chiltern,,E92000001E07000005,Chiltern,"90213",96.8556349525654
E09000008,Croydon,,E92000001E09000008,Croydon,"156696",87.0693109801264
W06000014,The Vale of Glamorgan,Bro Morgannwg,W92000004W06000014,The Vale of Glamorgan,"152220",7.65544329539058
E07000039,South Derbyshire,,E92000001E07000039,South Derbyshire,"88412",3.82200507851279
E07000155,South Northamptonshire,,E92000001E07000155,South Northamptonshire,"90213",42.02463023369
E06000042,Milton Keynes,,E92000001E06000042,Milton Keynes,"90213",59.0495619081358
E06000002,Middlesbrough,,E92000001E06000002,Middlesbrough,"105393",7.96598502654423
S12000008,East Ayrshire,,S92000003S12000008,East Ayrshire,"128498",0.675577815463667
95VV,Newry and Mourne,,N9200000295VV,Newry and Mourne,"142525",146.135243305329
S12000041,Angus,,S92000003S12000041,Angus,"128833",45.0061778992956
E07000006,South Bucks,,E92000001E07000006,South Bucks,"90213",109.661979087038
E07000044,South Hams,,E92000001E07000044,South Hams,"129499",71.5858897716188
E07000007,Wycombe,,E92000001E07000007,Wycombe,"90213",92.0498200953756
E07000069,Castle Point,,E92000001E07000069,Castle Point,"156696",46.7843087921254
E07000228,Mid Sussex,,E92000001E07000228,Mid Sussex,"26989",95.4252871470621
E07000009,East Cambridgeshire,,E92000001E07000009,East Cambridgeshire,"146527",95.227893893171
E07000206,Waveney,,E92000001E07000206,Waveney,"156696",127.542714336457
E06000043,Brighton and Hove,,E92000001E06000043,Brighton and Hove,"26989",103.014429732825
E07000163,Craven,,E92000001E07000163,Craven,"100492",5.38041739294259
S12000021,North Ayrshire,,S92000003S12000021,North Ayrshire,"4644",9.84217377951329
E08000016,Barnsley,,E92000001E08000016,Barnsley,"70543",0.0856713330368297
E07000100,St Albans,,E92000001E07000100,St Albans,"90213",102.612742879209
E07000178,Oxford,,E92000001E07000178,Oxford,"90213",72.4035630290502
E07000076,Tendring,,E92000001E07000076,Tendring,"156696",61.1830141214059
E07000215,Tandridge,,E92000001E07000215,Tandridge,"156696",85.3711091754535
E07000135,Oadby and Wigston,,E92000001E07000135,Oadby and Wigston,"89184",15.3141149832478
E07000067,Braintree,,E92000001E07000067,Braintree,"156696",79.0427969158765
E08000012,Liverpool,,E92000001E08000012,Liverpool,"6256",5.76512996390304
E07000091,New Forest,,E92000001E07000091,New Forest,"86387",69.0145596997067
E08000019,Sheffield,,E92000001E08000019,Sheffield,"63980",0.0892810268194228
E08000015,Wirral,,E92000001E08000015,Wirral,"39920",9.80254932951775
E06000028,Bournemouth,,E92000001E06000028,Bournemouth,"86387",67.6242357648161
E07000028,Carlisle,,E92000001E07000028,Carlisle,"115618",10.0876750389713
E07000235,Malvern Hills,,E92000001E07000235,Malvern Hills,"55880",14.4620750446085
E07000123,Preston,,E92000001E07000123,Preston,"107974",15.4719111876224
E07000139,North Kesteven,,E92000001E07000139,North Kesteven,"165333",32.573162734999
S12000017,Highland,,S92000003S12000017,Highland,"130693",74.7340284566072
