Registration district,Country,Year,Total,latitude,longitude
ALDRIDGE,WALSALL,1881,506,52.59074821,-1.925877961
ALFORD,,1881,621,53.24905436,0.203384735
ALFORD,,1881,621,53.29986667,0.2189
ALFRETON,ALFRETON,1881,547,53.08112458,-1.373457073
ALL SAINTS,,1881,265,51.69938652,0.568095959
ALL SAINTS,,1881,265,51.68525676,0.676603831
ALL SAINTS,BIRMINGHAM & SMETHWICK,1881,2594,52.48544094,-1.909586101
ALL SAINTS,BIRMINGHAM & SMETHWICK,1881,2594,52.4898257,-1.930677913
ALL SAINTS,HASTINGS,1881,842,50.86175632,0.604270134
ALL SAINTS,NEWCASTLE & GATESHEAD,1881,1203,54.97326231,-1.599422334
ALL SAINTS,NORTHAMPTON,1881,1210,52.25158184,-0.920047158
ALL SAINTS,NORTHAMPTON,1881,1210,52.26926328,-0.896732355
ALL SOULS,LONDON,1881,2086,51.51859984,-0.137783494
ALLENDALE,,1881,564,54.88783996,-2.269600276
ALLERSTON,,1881,169,54.23769838,-0.591324136
ALLERSTON,,1881,169,54.26493452,-0.657023908
ALLHALLOWS BARKING,LONDON,1881,249,51.51031995,-0.080546575
ALMONDBURY,HUDDERSFIELD,1881,636,53.63006668,-1.765290346
ALMONDBURY,HUDDERSFIELD,1881,636,53.61604608,-1.745218235
ALMONDSBURY,,1881,384,51.57017113,-2.57925292
ALPHINGTON,,1881,278,50.68025673,-3.553212597
ALPHINGTON,,1881,278,50.70878952,-3.640545888
ALRESFORD,,1881,226,51.12081508,-1.171344955
ALRESFORD,,1881,226,51.0706441,-1.223550259
ALSTON,,1881,464,54.77325384,-2.412902323
ALSTON,,1881,464,53.7670344,-2.656263468
ALSTON,,1881,464,53.81436314,-2.576062796
ALSTON,,1881,464,53.7750208,-2.661131483
ALTON,,1881,471,51.0960847,-0.895589892
ALTON,,1881,471,51.13280179,-1.021312217
ALTON,,1881,225,52.96398825,-1.86050378
ALTON,,1881,225,53.00475791,-1.89659644
ALTRINCHAM,ALTRINCHAM,1881,2474,53.41222562,-2.311636842
ALTRINCHAM,ALTRINCHAM,1881,2474,53.37735705,-2.341703626
ALVERSTOKE,PORTSMOUTH,1881,997,50.8224003,-1.18291121
ALVERSTOKE,PORTSMOUTH,1881,997,50.80202627,-1.149077108
ALVERTHORPE,WAKEFIELD,1881,389,53.69502671,-1.539609872
ALVERTHORPE,WAKEFIELD,1881,389,53.68006667,-1.551233333
ALVERTHORPE,WAKEFIELD,1881,389,53.68087506,-1.518158843
ALVERTHORPE,WAKEFIELD,1881,389,53.67034227,-1.528862222
AMBLESIDE,,1881,879,54.42287819,-2.942854783
AMERSHAM,,1881,238,51.66070807,-0.616201545
AMESBURY,,1881,158,51.1811775,-1.782257873
AMLWCH,,1881,582,53.3894597,-4.348065718
AMLWCH,,1881,582,53.4260338,-4.420029436
AMLWCH,,1881,582,53.34202774,-4.370480855
AMPORT,,1881,107,51.20444896,-1.61364958
AMPTHILL,,1881,894,51.97286346,-0.554481163
AMPTHILL,,1881,894,52.0266894,-0.475989979
AMROTH,,1881,267,51.78605888,-4.618288891
AMWELL,LONDON,1881,964,51.52651234,-0.109893448
ANCOATS,MANCHESTER & SALFORD,1881,2129,53.48373998,-2.217201385
ANDOVER,,1881,467,51.23038807,-1.491951391
ANDOVER,,1881,467,51.26333333,-1.515466667
ANSTON,,1881,231,53.3374682,-1.297541931
ANSTON,,1881,231,53.34333318,-1.229444616
APPLEBY,,1881,494,54.62269317,-2.448396377
APPLETON ROEBUCK,,1881,398,53.83512188,-1.167095905
APPLETON ROEBUCK,,1881,398,53.7759276,-1.253141278
APPLETON ROEBUCK,,1881,398,53.84531001,-1.208992751
APPLETON ROEBUCK,,1881,398,53.81109672,-1.243399146
APPLETON ROEBUCK,,1881,398,53.8123,-1.2056
APPLETON ROEBUCK,,1881,398,53.87221167,-1.170379334
APPLETON UPON WISKE,,1881,256,54.38816502,-1.413790548
APPLETON UPON WISKE,,1881,256,54.42078518,-1.438327118
ARDLEIGH,,1881,607,51.84773128,1.043438895
ARDLEIGH,,1881,607,51.90383166,1.017795811
ARDLEIGH,,1881,607,51.81954994,1.020032703
ARDSLEY,MORLEY,1881,265,53.74231252,-1.465242295
ARDSLEY,MORLEY,1881,265,53.7326267,-1.495690767
ARDSLEY,MORLEY,1881,265,53.73636667,-1.5895
ARDSLEY,MORLEY,1881,265,53.7231887,-1.558326761
ARDWICK,MANCHESTER & SALFORD,1881,4404,53.46075911,-2.187137008
ARKHOLME,,1881,171,54.15326117,-2.645296826
ARKHOLME,,1881,171,54.12553791,-2.724516681
ARNCLIFFE,,1881,37,54.1572718,-2.157556789
ARNOLD,,1881,731,53.02768456,-1.096801111
ARNOLD,,1881,731,53.06481681,-1.183345347
ARUNDEL,,1881,238,50.85404277,-0.475487165
ARUNDEL,,1881,238,50.86972197,-0.54703648
ASHBORNE,,1881,483,53.00279105,-1.710733544
ASHBORNE,,1881,483,53.01011346,-1.659405062
ASHBORNE,,1881,483,53.03703701,-1.670473399
ASHBY-DE-LA-ZOUCH,,1881,561,52.76749077,-1.436770156
ASHBY-DE-LA-ZOUCH,,1881,561,52.72655375,-1.425344199
ASHBY-DE-LA-ZOUCH,,1881,561,52.75396609,-1.520278894
ASHFORD,ASHFORD,1881,817,51.13231361,0.81309207
ASHLEY,BRISTOL,1881,1540,51.47971799,-2.587083426
ASHLEY,BRISTOL,1881,1540,51.49505077,-2.575664778
ASHOVER,,1881,740,53.15355237,-1.449087633
ASHTON IN MAKERFIELD,,1881,238,53.49394595,-2.652080338
ASHTON TOWN,ASHTON-UNDER-LYNE,1881,1855,53.48665565,-2.094648769
ASKRIGG,,1881,431,54.27395682,-2.068228353
ASLACKBY,,1881,308,52.86342031,-0.345370372
ASPULL,,1881,312,53.5770788,-2.591133933
ASTON-CLINTON,,1881,492,51.85936762,-0.740372726
ASTON-CLINTON,,1881,492,51.79637279,-0.727582364
ASTON-CLINTON,,1881,492,51.84053703,-0.724022468
ASWARBY,,1881,227,52.92901064,-0.361368828
ATCHAM,,1881,96,52.67151383,-2.62550214
ATHERSTONE,,1881,784,52.5828466,-1.560197584
ATHERTON,ATHERTON,1881,773,53.51784177,-2.473127638
ATHERTON,ATHERTON,1881,773,53.50170674,-2.509902136
ATTERCLIFFE,SHEFFIELD,1881,810,53.39191398,-1.419849116
ATTLEBOROUGH,,1881,401,52.47416686,0.910445197
ATTLEBOROUGH,,1881,401,52.52175116,0.99417732
AUDENSHAW,MANCHESTER & SALFORD,1881,908,53.48415653,-2.174483676
AUDENSHAW,MANCHESTER & SALFORD,1881,908,53.48056667,-2.100833333
AUDENSHAW,MANCHESTER & SALFORD,1881,908,53.48541744,-2.134174761
AUDENSHAW,MANCHESTER & SALFORD,1881,908,53.4713,-2.159033333
AUDLEY,,1881,387,53.05073969,-2.313041946
AUGHTON,,1881,443,53.53715325,-2.925724708
AXBRIDGE,,1881,420,51.31861055,-2.823959762
AXBRIDGE,,1881,420,51.30346663,-2.897735588
AXBRIDGE,,1881,420,51.27937212,-2.794145132
AXBRIDGE,,1881,420,51.25420441,-2.752121162
AXMINSTER,,1881,467,50.72927488,-2.99965231
AXMINSTER,,1881,467,50.78685858,-2.973682769
AXMINSTER,,1881,467,50.82550419,-2.905961135
AXMINSTER,,1881,467,50.72582091,-2.980720748
AYCLIFFE,DARLINGTON,1881,373,54.54456237,-1.487719002
AYCLIFFE,DARLINGTON,1881,373,54.54161901,-1.550567066
AYCLIFFE,DARLINGTON,1881,373,54.58296506,-1.609322336
AYLESBURY,,1881,806,51.81721915,-0.812553538
AYLESBURY,,1881,806,51.7871724,-0.863513163
AYLESFORD,,1881,400,51.29582337,0.360850682
AYLESFORD,,1881,400,51.2751567,0.384476606
AYLESFORD,,1881,400,51.31301456,0.447672121
BACTON,,1881,133,52.82725184,1.421396826
BAINTON,,1881,260,53.97610862,-0.534744407
BAKEWELL,,1881,954,53.21478382,-1.70264745
BALA,,1881,701,52.89876743,-3.640784686
BALDOCK,,1881,773,51.8631568,-0.173851262
BALDOCK,,1881,773,51.94709064,-0.188205856
BALSHAM,,1881,138,52.13607453,0.337947809
BAMPTON,,1881,340,51.73522735,-1.532910773
BAMPTON,,1881,193,50.98889876,-3.435723178
BANBURY,BANBURY,1881,1010,52.08629899,-1.293214486
BANGOR,,1881,984,53.14265944,-4.036059143
BANGOR,,1881,984,53.20345664,-4.154083635
BANHAM,,1881,392,52.47090312,1.047260079
BANHAM,,1881,392,52.41101618,1.076245798
BANWELL,WESTON-SUPER-MARE,1881,1422,51.35076603,-2.920468528
BANWELL,WESTON-SUPER-MARE,1881,1422,51.36544254,-2.872136409
BARFORD,,1881,197,52.20742029,-0.380573815
BARFORD,,1881,197,52.17840133,-0.378075313
BARHAM,,1881,302,51.25933333,1.1028
BARHAM,,1881,302,51.24204703,1.158741684
BARKING TOWN,,1881,366,51.53092918,0.10356045
BARMBROUGH,,1881,434,53.53471163,-1.254346941
BARMBROUGH,,1881,434,53.49343333,-1.302033333
BARMOUTH,,1881,767,52.77525726,-3.912139402
BARNACK,,1881,318,52.65052263,-0.41001005
BARNARD CASTLE,,1881,737,54.51897034,-1.97485042
BARNET,,1881,669,51.6354586,-0.209463217
BARNET,,1881,669,51.64515298,-0.169885368
BARNOLDSWICK,,1881,426,53.91936027,-2.1712834
BARNSLEY,BARNSLEY,1881,1723,53.55396267,-1.483475933
BARNSTAPLE,BARNSTAPLE,1881,1040,51.0781539,-4.04191705
BARNSTAPLE,BARNSTAPLE,1881,1040,51.09134265,-4.001105879
BARNSTAPLE,BARNSTAPLE,1881,1040,51.05711732,-3.976170994
BARROW IN FURNESS,BARROW-IN-FURNESS,1881,1618,54.11547375,-3.21081651
BARROW UPON SOAR,,1881,431,52.7482787,-1.094714063
BARROWDEN,,1881,229,52.60472678,-0.674492469
BARROWDEN,,1881,229,52.58114309,-0.62242441
BARTON,,1881,939,53.65482281,-0.373852757
BARTON,ECCLES,1881,1401,53.46167532,-2.397074445
BARTON,ECCLES,1881,1401,53.4414,-2.4084
BASCHURCH,,1881,248,52.79506203,-2.835304948
BASFORD,NOTTINGHAM,1881,1332,52.94172936,-1.213412314
BASFORD,NOTTINGHAM,1881,1332,52.98189329,-1.165986732
BASINGSTOKE,,1881,581,51.2222743,-1.008241877
BASINGSTOKE,,1881,581,51.26891569,-1.052555715
BASINGSTOKE,,1881,581,51.1963,-0.983033333
BASSINGHAM,,1881,265,53.07424014,-0.737407397
BASSINGHAM,,1881,265,53.10772487,-0.660933823
BATHEASTON,BATH,1881,499,51.40972471,-2.349673519
BATHWICK,BATH,1881,565,51.37627147,-2.326293353
BATLEY,BATLEY,1881,1148,53.71714626,-1.642154371
BATTERSEA,LONDON,1881,4629,51.47545963,-0.149591274
BATTERSEA,LONDON,1881,4629,51.46796484,-0.172569996
BATTERSEA,LONDON,1881,4629,51.45591897,-0.160228398
BATTLE,,1881,301,50.91684577,0.326760661
BATTLE,,1881,301,50.91994343,0.482687864
BATTLE,,1881,301,50.93939147,0.394193763
BATTLEFIELD,,1881,121,52.76777584,-2.743935297
BATTLEFIELD,,1881,121,52.72193856,-2.666893552
BAWDESWELL,,1881,196,52.72787267,1.026546182
BAWTRY,DONCASTER,1881,411,53.5768231,-1.084917954
BAWTRY,DONCASTER,1881,411,53.53418349,-1.103894586
BAWTRY,DONCASTER,1881,411,53.50070452,-1.015995412
BEACONSFIELD,,1881,213,51.61866739,-0.645585204
BEAMINSTER,,1881,285,50.79460272,-2.701523945
BEAUMARIS,,1881,1105,53.20621527,-4.381096028
BEAUMARIS,,1881,1105,53.27913566,-4.205437886
BEAUMARIS,,1881,1105,53.25411248,-4.183067558
BECCLES,,1881,620,52.43159892,1.56676589
BECKLEY,,1881,303,50.95616693,0.647950105
BEDALE,,1881,470,54.28271117,-1.638299148
BEDALE,,1881,470,54.29442471,-1.558402237
BEDFORD AND CARDINGTON,BEDFORD,1881,1064,52.11891529,-0.418686909
BEDFORD AND KEMPSTON,BEDFORD,1881,1027,52.12859733,-0.512126621
BEDLINGTON,BEDLINGTON,1881,759,55.23303722,-1.62650843
BEDLINGTON,BEDLINGTON,1881,759,55.14450274,-1.598192694
BEDMINSTER,BRISTOL,1881,2257,51.43448306,-2.571195621
BEDMINSTER,BRISTOL,1881,2257,51.43651725,-2.60234493
BEDMINSTER,BRISTOL,1881,2257,51.41723746,-2.607618299
BEGELLY,,1881,249,51.7324345,-4.755035164
BEIGHTON,,1881,189,53.34394149,-1.36300118
BEIGHTON,,1881,189,53.37785177,-1.314103249
BELBROUGHTON,,1881,358,52.40983598,-2.093342977
BELGRAVE,LONDON,1881,3149,51.49367554,-0.146395619
BELLINGHAM,,1881,263,55.2272119,-2.417212237
BELPER,,1881,610,53.02783513,-1.476191718
BENNINGTON,,1881,570,52.99788255,0.008248947
BENNINGTON,,1881,295,52.96829114,-0.728352791
BENNINGTON,,1881,295,53.00845195,-0.783467044
BENNINGTON,,1881,295,53.04924117,-0.827571867
BENNINGTON,,1881,295,53.07770964,-0.828026675
BENNINGTON,,1881,570,53.07167858,0.033323984
BENNINGTON,,1881,570,53.09457974,0.074869411
BENNINGTON,,1881,570,53.01570189,0.086620926
BENTHAM,,1881,512,54.15406244,-2.437186303
BERE REGIS,,1881,258,50.7159801,-2.228590148
BERE REGIS,,1881,258,50.71586887,-2.120196907
BERKELEY,,1881,400,51.67583447,-2.453958694
BERKHAMPSTEAD,,1881,627,51.77553138,-0.562367526
BERWICK STREET,LONDON,1881,1187,51.51247641,-0.132940806
BERWICK STREET,LONDON,1881,1187,51.5087308,-0.136181489
BETTWSYCOED,,1881,279,53.0851989,-3.884567762
BEVERLEY,BEVERLEY,1881,1131,53.83681959,-0.460920938
BEWDLEY,,1881,269,52.39467046,-2.333378526
BEXHILL,,1881,303,50.86584165,0.469815582
BEXHILL,,1881,303,50.91329623,0.572639294
BEXLEY,DARTFORD,1881,1382,51.48853904,0.151198525
BEXLEY,DARTFORD,1881,1382,51.45578397,0.143188492
BIBURY,,1881,241,51.78942957,-1.773142065
BICESTER,,1881,510,51.91481412,-1.13134105
BICESTER,,1881,510,51.82346958,-1.100585971
BICKERSTAFFE,,1881,232,53.51580676,-2.859114509
BIDEFORD,,1881,587,51.00872499,-4.199740752
BIDFORD,,1881,172,52.1697118,-1.882311509
BIGGLESWADE,,1881,1974,52.04187242,-0.300575814
BIGGLESWADE,,1881,1974,52.08149378,-0.244517841
BILLESDON,LEICESTER,1881,571,52.61667606,-0.945818486
BILLESDON,LEICESTER,1881,571,52.63541076,-1.092578228
BILLINGHAY,,1881,435,53.10681325,-0.316321988
BILLINGTON,,1881,126,53.80849411,-2.458056197
BILSTON,BILSTON,1881,999,52.56720191,-2.073489511
BINBROOK,,1881,228,53.38037018,-0.151063761
BINGHAM,,1881,616,52.95208493,-0.895245049
BINGLEY,,1881,1022,53.83625687,-1.93104411
BINGLEY,,1881,1022,53.85158295,-1.9028062
BINGLEY,,1881,1022,53.86266002,-1.848390596
BINSTED,,1881,264,51.16760203,-0.902454338
BINSTED,,1881,264,51.12735011,-0.830119716
BIRKENHEAD,LIVERPOOL & BIRKENHEAD,1881,2183,53.39517535,-3.03553738
BIRTLE,HEYWOOD,1881,178,53.61316072,-2.239119707
BIRTLE,HEYWOOD,1881,178,53.60071502,-2.253424473
BISHOP AUCKLAND,BISHOP AUCKLAND,1881,1796,54.66505253,-1.654017174
BISHOP STORTFORD,,1881,539,51.89923346,0.146462858
BISHOP STORTFORD,,1881,539,51.87319745,0.158101357
BISHOP STORTFORD,,1881,539,51.85890303,0.083702253
BISHOP'S LYDEARD,,1881,244,51.07153961,-3.208063289
BISHOP'S LYDEARD,,1881,244,51.05943476,-3.138284642
BISHOP'S TAWTON,,1881,440,51.07256667,-4.0688
BISHOP'S TAWTON,,1881,440,51.03331585,-4.081329702
BISHOPS CASTLE,,1881,236,52.50674643,-3.026800243
BISHOPS FROME,,1881,322,52.1410747,-2.539974797
BISHOPS FROME,,1881,322,52.1289056,-2.343797854
BISHOPS FROME,,1881,322,52.13520758,-2.479951077
BISHOPS FROME,,1881,322,52.19706332,-2.542618517
BISHOPS WALTHAM,,1881,233,50.9580764,-1.230891242
BISHOPSTONE,,1881,192,51.0447686,-1.951989669
BISHOPSTONE,,1881,192,51.0812,-1.869566667
BISLEY,,1881,306,51.74712129,-2.130031275
BISLEY,,1881,306,51.79284152,-2.126727937
BITTON,,1881,351,51.44289992,-2.461363208
BITTON,,1881,351,51.44616979,-2.52367811
BITTON,,1881,351,51.40810494,-2.426516149
BLACK TORRINGTON,,1881,134,50.80788684,-4.23234183
BLACK TORRINGTON,,1881,134,50.83679276,-4.125137862
BLACKBURN,BLACKBURN,1881,3938,53.75559495,-2.492440821
BLACKBURN,BLACKBURN,1881,3938,53.73457057,-2.480683566
BLACKBURN,BLACKBURN,1881,3938,53.74520527,-2.45515154
BLACKBURN,BLACKBURN,1881,3938,53.74553894,-2.474803673
BLACKLEY,MANCHESTER & SALFORD,1881,569,53.52524,-2.213665433
BLACKWELL,,1881,278,53.11916782,-1.338223377
BLAENAVON,,1881,314,51.78876234,-3.07893113
BLAENAVON,,1881,314,51.78879033,-3.043700828
BLAGDON,,1881,446,51.36799566,-2.677792859
BLAGDON,,1881,446,51.34463338,-2.758521585
BLANDFORD,,1881,622,50.87973096,-2.137989662
BLATCHINWORTH,LITTLEBOROUGH,1881,316,53.65746247,-2.075367015
BLETCHINGTON,,1881,399,51.89258911,-1.231679958
BLIDWORTH,,1881,79,53.09608267,-1.12879353
BLOFIELD,,1881,346,52.60570806,1.500273485
BLOFIELD,,1881,346,52.63846184,1.435797103
BLOXHAM,,1881,363,51.97471684,-1.351576651
BLOXHAM,,1881,363,52.0080613,-1.396141337
BLOXWICH,WALSALL,1881,525,52.62378319,-1.989542955
BLYTH,BLYTH,1881,599,55.11995379,-1.53283695
BLYTH,BLYTH,1881,599,55.08765197,-1.592175409
BLYTH,BLYTH,1881,599,55.10233791,-1.551623072
BOBBINGWORTH,,1881,237,51.73488151,0.273109423
BOCKING,,1881,238,,
BOCKLETON,,1881,180,52.29219917,-2.523362887
BODENHAM,,1881,251,52.21425064,-2.611852564
BODENHAM,,1881,251,52.20587931,-2.622956318
BODENHAM,,1881,251,52.18963222,-2.712927801
BODENHAM,,1881,251,52.22360358,-2.587890692
BODENHAM,,1881,251,52.13063056,-2.640783719
BODENHAM,,1881,251,52.23443333,-2.571033333
BOLLINGTON,MACCLESFIELD,1881,502,53.26573333,-2.113666667
BOLLINGTON,MACCLESFIELD,1881,502,53.31360891,-2.074297041
BOLSOVER,,1881,157,53.229936,-1.311399804
BOLTON EASTERN,BOLTON,1881,1090,53.56935821,-2.429751529
BOLTON WESTERN,BOLTON,1881,787,53.57344609,-2.440008561
BOOTHAM,YORK,1881,1388,54.00017374,-1.054324963
BOOTHAM,YORK,1881,1388,53.96850227,-1.087725901
BOOTHAM,YORK,1881,1388,53.95601222,-1.079720131
BOOTLE,,1881,452,54.33533333,-3.348566667
BOOTLE,,1881,452,54.29281594,-3.296943568
BOOTLE,,1881,452,54.33773044,-3.32513646
BOROUGH ROAD,LONDON,1881,975,51.50082505,-0.095931484
BOROUGHBRIDGE,,1881,422,54.11163714,-1.436317872
BOROUGHBRIDGE,,1881,422,54.09155652,-1.462133815
BOROUGHBRIDGE,,1881,422,54.07094275,-1.392032379
BOROUGHBRIDGE,,1881,422,54.11826507,-1.310992756
BOROUGHBRIDGE,,1881,422,54.11741745,-1.383688876
BOROUGHBRIDGE,,1881,422,54.10123142,-1.357448153
BOROUGHBRIDGE,,1881,422,54.04582607,-1.404209356
BOSCASTLE,,1881,142,50.67377242,-4.67017344
BOSTON,,1881,545,53.88323188,-1.441660877
BOSTON,,1881,545,53.8336,-1.4727
BOSTON,,1881,545,53.85084339,-1.482288668
BOSTON,,1881,545,53.88372965,-1.505781074
BOSTON,,1881,545,53.8852094,-1.37388562
BOSTON,,1881,545,53.8976129,-1.544538528
BOSTON,,1881,545,53.93163333,-1.313266667
BOSTON,BOSTON,1881,1549,52.9965,-0.046233333
BOSTON,BOSTON,1881,1549,52.98230174,-0.02974299
BOSTON,BOSTON,1881,1549,53.00166667,-0.057833333
BOTESDALE,,1881,290,52.33922921,1.044419655
BOTTISHAM,,1881,196,52.24451441,0.277920448
BOUGHTON,,1881,260,51.28980005,0.939021054
BOURN,,1881,508,52.77095436,-0.378876804
BOURTON ON THE WATER,,1881,229,51.88020955,-1.754655282
BOURTON ON THE WATER,,1881,229,51.90787792,-1.652615622
BOW,,1881,268,50.79505243,-3.807633668
BOW,,1881,268,50.72510005,-3.844832318
BOW,LONDON,1881,1661,51.53506888,-0.022507717
BOWLING,BRADFORD,1881,1181,53.77694431,-1.741306689
BOXGROVE,,1881,230,50.837636,-0.756812451
BOXGROVE,,1881,230,50.82933164,-0.719105004
BOXGROVE,,1881,230,50.86178867,-0.719826372
BRABOURNE,,1881,209,51.12740148,0.945801657
BRACKLEY,,1881,423,52.02090985,-1.170357381
BRACKLEY,,1881,423,51.96246419,-1.11600052
BRACKNELL,,1881,470,51.41847523,-0.728621474
BRADFIELD,,1881,570,53.43885119,-1.640707732
BRADFIELD,,1881,570,53.39521121,-1.519689545
BRADFORD ABBAS,,1881,187,50.88973333,-2.466033333
BRADFORD ABBAS,,1881,187,50.95369275,-2.536735332
BRADFORD ABBAS,,1881,187,50.99635662,-2.565561787
BRADFORD EAST END,BRADFORD,1881,2652,53.81576621,-1.747561675
BRADFORD EAST END,BRADFORD,1881,2652,53.79883422,-1.733527384
BRADFORD NORTH-WESTERN,,1881,229,51.37083326,-2.268946516
BRADFORD SOUTH-EASTERN,,1881,461,51.35412638,-2.227661028
BRADFORD SOUTH-EASTERN,,1881,461,51.33850625,-2.309046545
BRADFORD WEST END,BRADFORD,1881,1193,53.79717868,-1.756778537
BRADLEY,,1881,151,51.29358724,-2.208432936
BRADWELL,,1881,96,51.6762,0.8114
BRADWELL,,1881,96,51.69898193,0.889729629
BRADWORTHY,,1881,61,50.91324685,-4.290238669
BRADWORTHY,,1881,61,50.91493015,-4.339965449
BRAFIELD,,1881,209,52.15780173,-0.787918201
BRAFIELD,,1881,209,52.21164919,-0.764247872
BRAILSFORD,,1881,264,52.95749764,-1.666291188
BRAILSFORD,,1881,264,53.01395918,-1.600694947
BRAINTREE,,1881,433,51.85933735,0.557305421
BRAINTREE,,1881,433,51.85406667,0.636533333
BRAINTREE,,1881,433,51.8927451,0.605056328
BRAINTREE,,1881,433,51.75627811,0.654022559
BRAMLEY,,1881,249,51.36763924,-1.085102157
BRAMLEY,,1881,249,51.32014262,-1.067410772
BRAMLEY,,1881,626,53.8094489,-1.632935043
BRAMPTON,,1881,405,54.93787888,-2.652124989
BRANDESBURTON,,1881,112,53.90586667,-0.339966667
BRANDESBURTON,,1881,112,53.92420065,-0.281302609
BRASSINGTON,,1881,349,53.08518989,-1.632158306
BRATTON-CLOVELLY,,1881,171,50.74685282,-4.154625431
BRATTON-CLOVELLY,,1881,171,50.6811041,-4.228551197
BRAUGHING,,1881,125,51.91988973,0.072762779
BRAUNTON,BARNSTAPLE,1881,438,51.12499208,-4.145944342
BRAY,,1881,467,51.48448923,-0.7462841
BRECKNOCK,,1881,686,51.92105742,-3.431619966
BRENCHLEY,,1881,308,51.14766091,0.39118718
BRENTFORD,LONDON,1881,1819,51.53355706,-0.279385083
BRENTFORD,LONDON,1881,1819,51.50731349,-0.304641297
BRENTWOOD,,1881,688,51.60726885,0.314724638
BRENTWOOD,,1881,688,51.5157,0.5189
BRETTON,,1881,263,53.62586845,-1.604927795
BREWOOD,,1881,341,52.66981769,-2.171006499
BRIDGEND,,1881,855,51.49610381,-3.622316347
BRIDGNORTH,,1881,413,52.52999522,-2.424744752
BRIDGWATER,BRIDGWATER,1881,986,51.13965981,-3.017158866
BRIDGWATER,BRIDGWATER,1881,986,51.10639795,-2.943570296
BRIDGWATER,BRIDGWATER,1881,986,51.09716667,-3.046
BRIDGWATER,BRIDGWATER,1881,986,51.12779276,-2.94103452
BRIDLINGTON,,1881,989,54.05556305,-0.215707354
BRIDLINGTON,,1881,989,54.10767688,-0.197096379
BRIDPORT,,1881,642,50.7347864,-2.757737698
BRIDPORT,,1881,642,50.74286924,-2.767635168
BRIDPORT,,1881,642,50.74430311,-2.73839377
BRIGG,,1881,810,53.54567234,-0.495958954
BRIGHOUSE,BRIGHOUSE,1881,835,53.71290146,-1.767017182
BRIGHTSIDE,SHEFFIELD,1881,2131,53.40199305,-1.467809119
BRIGHTSIDE,SHEFFIELD,1881,2131,53.4055308,-1.433912885
BRILL,,1881,274,51.78924063,-1.04407814
BRILL,,1881,274,51.74192615,-1.062688353
BRILL,,1881,274,51.8511502,-1.031860031
BRILLEY,,1881,151,52.14472587,-3.072476459
BRINDLE,,1881,349,53.70462364,-2.574992665
BRITFORD,SALISBURY,1881,517,51.05764681,-1.795284602
