Registration district,Country,Year,Total,latitude,longitude
CUCKFIELD,,1881,466,50.99251457,-0.207501111
CUCKFIELD,,1881,466,51.02636818,-0.168431589
CULCHETH,LEIGH,1881,540,53.46395475,-2.490491407
CULLOMPTON,,1881,328,50.86681645,-3.461165141
CULLOMPTON,,1881,328,50.85350458,-3.365333598
CULMSTOCK,,1881,321,50.92576338,-3.262131798
CULMSTOCK,,1881,321,50.92800861,-3.370170813
CUMNOR,OXFORD,1881,189,51.7357336,-1.253174505
CUMNOR,OXFORD,1881,189,51.74162596,-1.314684982
CURRY-RIVELL,,1881,378,50.99802319,-2.894770187
CURRY-RIVELL,,1881,378,50.94728313,-3.005026891
CWMD??,,1881,86,51.90020121,-3.187084575
DACRE BANKS,,1881,268,54.05568264,-1.696609876
DACRE BANKS,,1881,268,54.04089739,-1.604225459
DACRE BANKS,,1881,268,54.0709891,-1.610799053
DALE STREET,LIVERPOOL & BIRKENHEAD,1881,1130,53.41051425,-2.988204565
DALSTON,,1881,223,54.83888995,-2.984648894
DALSTON,,1881,223,54.88616667,-2.953166667
DALTON,DALTON-IN-FURNESS,1881,446,54.15690161,-3.154564771
DANBY,,1881,189,54.44082814,-0.85758987
DANBY,,1881,189,54.44869855,-0.95511667
DARESBURY,,1881,166,53.33264536,-2.620198297
DARFIELD,,1881,524,53.52170217,-1.402256807
DARLASTON,DARLASTON,1881,512,52.58753656,-2.02568768
DARLINGTON,DARLINGTON,1881,2137,54.53904182,-1.648252641
DARLINGTON,DARLINGTON,1881,2137,54.52457629,-1.560379411
DARLINGTON,DARLINGTON,1881,2137,54.48652851,-1.551369224
DAROWEN,,1881,313,52.61437857,-3.653553428
DARTFORD,DARTFORD,1881,932,51.4366168,0.241945923
DARTFORD,DARTFORD,1881,932,51.40688642,0.205484531
DARTON,,1881,233,53.59512582,-1.475667755
DARWEN,BLACKBURN,1881,1228,53.69126966,-2.454686053
DARWEN,BLACKBURN,1881,1228,53.72632754,-2.44748995
DARWEN,BLACKBURN,1881,1228,53.72281951,-2.478444053
DAVENTRY,,1881,678,52.22337219,-1.208589866
DAVENTRY,,1881,678,52.13513333,-1.234466667
DAWLEY,,1881,298,52.66060878,-2.459801692
DEAL,DEAL,1881,911,51.21153951,1.364898366
DEANSGATE,MANCHESTER & SALFORD,1881,1011,53.47726164,-2.250129588
DEDDINGTON,,1881,367,51.94017406,-1.35055068
DEDDINGTON,,1881,367,51.87893018,-1.312666371
DEDHAM,,1881,257,51.94864185,0.919537737
DEEPING,,1881,316,52.69214511,-0.301549454
DEEPING ST NICHOLAS,,1881,45,52.72999963,-0.231200557
DELPH,SADDLEWORTH,1881,525,53.55211616,-2.050960208
DELPH,SADDLEWORTH,1881,525,53.5803153,-2.025207476
DELPH,SADDLEWORTH,1881,525,53.52530106,-2.039964571
DENBIGH,,1881,934,53.17783084,-3.522408375
DENNINGTON,,1881,402,52.27281804,1.303198777
DENT,,1881,218,54.26923502,-2.421636279
DENTON,,1881,414,52.87891778,-0.714473964
DENTON,DENTON,1881,654,53.4498974,-2.118928863
DERBY,DERBY,1881,3999,52.91534203,-1.477410171
DERBY,DERBY,1881,3999,52.93249975,-1.471802551
DERITEND,BIRMINGHAM & SMETHWICK,1881,3674,52.46635222,-1.852960413
DERITEND,BIRMINGHAM & SMETHWICK,1881,3674,52.47239536,-1.871759678
DEVIZES,,1881,626,51.3798415,-1.815799237
DEVIZES,,1881,626,51.37151506,-1.908976823
DEVIZES,,1881,626,51.31060303,-1.886723741
DEVIZES,,1881,626,51.35520255,-1.987927858
DEVYNNOCK,,1881,434,51.92964306,-3.605596867
DEWCHURCH,,1881,301,51.96576667,-2.6587
DEWCHURCH,,1881,301,52.00051204,-2.726110007
DEWCHURCH,,1881,301,52.0404,-2.660833333
DEWSBURY,DEWSBURY,1881,1476,53.69031028,-1.642269436
DIDDLEBURY,,1881,139,52.44908769,-2.766572114
DIDDLEBURY,,1881,139,52.48450823,-2.6180489
DIDDLEBURY,,1881,139,52.43331451,-2.664563537
DIDMARTON,,1881,69,51.63240776,-2.26561486
DIDSBURY,MANCHESTER & SALFORD,1881,1441,53.43080132,-2.24110528
DILHORNE,LONGTON,1881,426,52.98808965,-2.118422814
DILHORNE,LONGTON,1881,426,52.98001125,-2.054662302
DILWYN,,1881,219,52.17195767,-2.838147507
DINGESTOW,,1881,358,51.82546419,-2.844475433
DINGESTOW,,1881,358,51.85360225,-2.6036662
DINGESTOW,,1881,358,51.86737452,-2.766083152
DINGESTOW,,1881,358,51.86743682,-2.672269611
DISHFORTH,,1881,128,54.10303809,-1.455943523
DISHFORTH,,1881,128,54.15193369,-1.405039455
DISHFORTH,,1881,128,54.19645939,-1.449582833
DISS,,1881,552,52.41032576,1.196627057
DISS,,1881,552,52.40119427,1.144357465
DITCHLING,,1881,279,50.93280802,-0.084099312
DITCHLING,,1881,279,50.90174746,-0.008325938
DOCKING,,1881,253,52.84673499,0.699447305
DOCKING,,1881,253,52.88083942,0.623621121
DOLTON,,1881,193,50.89286566,-4.081806469
DONCASTER,DONCASTER,1881,1291,53.51854713,-1.115445877
DONHEAD,,1881,204,51.00264091,-2.105161749
DONINGTON,,1881,220,52.89404899,-0.205213016
DORCHESTER,,1881,581,50.71605405,-2.474203392
DORCHESTER,,1881,581,50.70566014,-2.426516274
DORKING,,1881,732,51.23483415,-0.347762067
DOWNHAM,,1881,568,52.60421751,0.320198372
DOWNHAM,,1881,568,52.55398767,0.347506905
DOWNHAM,,1881,568,52.62581064,0.363267092
DOWNHAM,,1881,568,52.47418625,0.386069583
DOWNTON,,1881,265,51.0387,-1.8021
DOWNTON,,1881,265,51.00286577,-1.763781803
DOWNTON,,1881,265,50.95443333,-1.6404
DRIFFIELD,,1881,670,54.00182782,-0.425511122
DRIFFIELD,,1881,670,53.98062897,-0.370867889
DRIGHLINGTON,BRADFORD,1881,450,53.7690082,-1.676425483
DROITWICH,,1881,454,52.27808094,-2.09709659
DRONFIELD,,1881,349,53.28785312,-1.505773221
DRYPOOL,KINGSTON UPON HULL,1881,907,53.7549645,-0.301336495
DUDDESTON,BIRMINGHAM & SMETHWICK,1881,2474,52.49246926,-1.874600371
DUDLEY,DUDLEY,1881,2180,52.49877302,-2.087796155
DUFFIELD,,1881,457,52.91750115,-1.5126823
DUFFIELD,,1881,457,52.9724023,-1.530225715
DUFFIELD,,1881,457,53.02981229,-1.553733827
DUFFIELD,,1881,457,52.99674952,-1.613619357
DUFFIELD,,1881,457,53.01365425,-1.621790023
DUKINFIELD,STALEYBRIDGE,1881,1155,53.47499586,-2.07494136
DUKINFIELD,STALEYBRIDGE,1881,1155,53.46890681,-2.099810351
DULVERTON,,1881,438,51.08031143,-3.552759627
DULVERTON,,1881,438,51.01593258,-3.486290499
DULWICH,LONDON,1881,363,51.43452425,-0.076365938
DULWICH,LONDON,1881,363,51.44978074,-0.08457659
DUMMER,,1881,202,51.29223883,-1.159761836
DUMMER,,1881,202,51.20861027,-1.136480303
DUMMER,,1881,202,51.26685956,-1.162366314
DUNCHURCH,,1881,345,52.31391042,-1.327520695
DUNMOW,,1881,324,51.86011715,0.358513509
DUNMOW,,1881,324,51.82783333,0.388066667
DUNMOW,,1881,324,51.87823106,0.293372288
DUNNINGTON,,1881,191,53.96587952,-0.970065205
DUNSTABLE,,1881,1380,51.87191161,-0.527123494
DUNSTABLE,,1881,1380,51.83425652,-0.480288631
DUNSTER,,1881,233,51.2067,-3.537333333
DUNSTER,,1881,233,51.15599851,-3.490009297
DUNSTER,,1881,233,51.15913333,-3.3904
DURSLEY,,1881,389,51.7066926,-2.375721789
DUXFORD,,1881,218,52.10115534,0.166205757
EARL SHILTON,,1881,270,52.56834602,-1.326543396
EARL-SOHAM,,1881,136,52.20420395,1.274656862
EARLS BARTON,,1881,475,52.27805592,-0.772937332
EARLS BARTON,,1881,475,52.23449465,-0.681280856
EARSDON,TYNEMOUTH,1881,228,55.08453903,-1.510928408
EARSDON,TYNEMOUTH,1881,228,55.03378255,-1.507488446
EARSDON,TYNEMOUTH,1881,228,55.05738484,-1.515504443
EASINGTON,,1881,1059,54.7316938,-1.362584483
EASINGTON,,1881,1059,54.78406842,-1.349912768
EASINGTON,,1881,1059,54.81643955,-1.387405029
EASINGWOLD,,1881,434,54.10041105,-1.232857306
EAST BUDLEIGH,,1881,353,50.66758247,-3.320612586
EAST DEREHAM,,1881,616,52.68999761,0.910760556
EAST FLEGG,,1881,303,52.65111761,1.670478136
EAST GRINSTEAD,,1881,461,51.16822087,0.008859077
EAST GRINSTEAD,,1881,461,51.1069923,0.008340527
EAST LEICESTER,LEICESTER,1881,4599,52.64217125,-1.1272015
EAST LEICESTER,LEICESTER,1881,4599,52.6372944,-1.114619856
EAST LEICESTER,LEICESTER,1881,4599,52.6323,-1.132466667
EAST MACCLESFIELD,MACCLESFIELD,1881,609,53.25629519,-2.102410981
EAST MAIDSTONE,MAIDSTONE,1881,986,51.26333154,0.541596303
EAST MEON,,1881,118,51.01799919,-1.006751086
EAST PECKHAM,,1881,393,51.26957077,0.408528814
EAST PECKHAM,,1881,393,51.24099533,0.350543629
EAST PECKHAM,,1881,393,51.20123333,0.326066667
EAST PECKHAM,,1881,393,51.18114183,0.421110006
EAST RETFORD,,1881,640,53.30055365,-0.928252073
EAST SCULCOATES,KINGSTON UPON HULL,1881,654,53.75819902,-0.333617483
EAST STAMFORD BRIDGE,,1881,294,53.98849567,-0.815181892
EAST SUNDERLAND,SUNDERLAND,1881,258,54.90701929,-1.364790384
EAST WYMER,NORWICH,1881,1017,52.6309047,1.306039953
EAST WYMER,NORWICH,1881,1017,52.63372258,1.316451528
EASTBOURNE,EASTBOURNE,1881,1729,50.76160269,0.240388493
EASTBOURNE,EASTBOURNE,1881,1729,50.78588984,0.152611073
EASTCHURCH,,1881,53,51.38694046,0.865207634
EASTHAM,,1881,867,53.29114886,-2.940108806
EASTHAM,,1881,867,53.34309765,-3.015262195
EASTHAM,,1881,867,53.36917042,-3.001850303
ECCLESALL BIERLOW,SHEFFIELD,1881,4409,53.37448138,-1.503211056
ECCLESALL BIERLOW,SHEFFIELD,1881,4409,53.35337203,-1.509740197
ECCLESALL BIERLOW,SHEFFIELD,1881,4409,53.37212138,-1.478121641
ECCLESALL BIERLOW,SHEFFIELD,1881,4409,53.37096667,-1.4924
ECCLESFIELD,SHEFFIELD,1881,797,53.42140797,-1.428986578
ECCLESFIELD,SHEFFIELD,1881,797,53.41716378,-1.449934571
ECCLESFIELD,SHEFFIELD,1881,797,53.40827472,-1.507849241
ECCLESFIELD,SHEFFIELD,1881,797,53.4417796,-1.481158494
ECCLESHALL,,1881,432,52.89280113,-2.26742378
ECKINGTON,,1881,212,52.08313654,-2.068792382
ECKINGTON,"ECKINTON, MOSBOROUGH & RENISHAW",1881,633,53.29837794,-1.359524007
EDENFIELD,RAMSBOTTOM,1881,231,53.68251408,-2.351612726
EDENFIELD,RAMSBOTTOM,1881,231,53.68530927,-2.295220748
EDENFIELD,RAMSBOTTOM,1881,231,53.66928308,-2.30386802
EDGBASTON,BIRMINGHAM & SMETHWICK,1881,2193,52.46210735,-1.92735557
EDGBASTON,BIRMINGHAM & SMETHWICK,1881,2193,52.42902319,-1.968419614
EDGEWORTH,,1881,123,53.66189391,-2.397768111
EDGWARE,,1881,254,51.6094675,-0.2866428
EDINGTON,,1881,214,51.2664069,-2.105248811
EDINGTON,,1881,214,51.31683012,-2.120551725
EDLESBOROUGH,,1881,462,51.86020837,-0.65065973
EDLESBOROUGH,,1881,462,51.86321701,-0.594627308
EDLESBOROUGH,,1881,462,51.80273875,-0.533073401
EDMONTON,LONDON,1881,1498,51.62736948,-0.087059888
EGHAM,,1881,741,51.40985094,-0.526139937
EGHAM,,1881,741,51.41313831,-0.603973649
EGREMONT,CLEATOR MOOR,1881,726,54.45524383,-3.435646318
EGTON,,1881,387,54.42128439,-0.731999774
ELHAM,,1881,229,51.15223971,1.09756341
ELING,,1881,367,50.90126705,-1.515602385
ELLAND,,1881,967,53.6767395,-1.863503639
ELLEL,,1881,288,53.98094153,-2.71477249
ELLESMERE,,1881,546,52.89785394,-2.894187318
ELSDON,,1881,92,55.33038682,-2.142034256
ELTHAM,LONDON,1881,393,51.44991366,0.055870888
ELTHAM,LONDON,1881,393,51.43075339,0.042451456
ELTON,RADCLIFFE,1881,421,53.62759263,-2.320366644
ELTON,RADCLIFFE,1881,421,53.59092207,-2.360066021
ELTON,RADCLIFFE,1881,421,53.58616667,-2.339933333
ELTON,RADCLIFFE,1881,421,53.6015108,-2.324303105
ELY,,1881,534,52.4069331,0.302404291
ENDERBY,LEICESTER,1881,430,52.64282378,-1.173173751
ENDERBY,LEICESTER,1881,430,52.59039001,-1.216113954
ENDERBY,LEICESTER,1881,430,52.53436388,-1.244768958
ENDERBY,LEICESTER,1881,430,52.64506667,-1.230333333
ENDERBY,LEICESTER,1881,430,52.61378779,-1.153187073
ENDERBY,LEICESTER,1881,430,52.64192362,-1.153032175
ENFIELD,ENFIELD,1881,1048,51.66623825,-0.089860734
ENFIELD,ENFIELD,1881,1048,51.64033333,-0.1136
ENFIELD,ENFIELD,1881,1048,51.66354776,-0.193622449
ENSHAM,,1881,301,51.78208868,-1.403498986
EPPING,,1881,338,51.71998571,0.105025301
EPSOM,,1881,771,51.33457552,-0.273512859
EPSOM,,1881,771,51.27410093,-0.281302825
EPWORTH,,1881,485,53.50709499,-0.885752266
EPWORTH,,1881,485,53.54371603,-0.845311199
ERCALL MAGNA,,1881,198,52.75830293,-2.567613001
ERDINGTON,BIRMINGHAM & SMETHWICK,1881,4080,52.50269466,-1.888672332
ERDINGTON,BIRMINGHAM & SMETHWICK,1881,4080,52.50892963,-1.821211519
ESCRICK,,1881,177,53.88106368,-1.02371489
ESHER,,1881,807,51.37434974,-0.35144309
ESHER,,1881,807,51.3771399,-0.280416391
ETON,WINDSOR & ETON,1881,897,51.5845,-0.5721
ETON,WINDSOR & ETON,1881,897,51.48027288,-0.568245235
ETON,WINDSOR & ETON,1881,897,51.54266667,-0.557
EVERCREECH,,1881,313,51.1266819,-2.528766889
EVERCREECH,,1881,313,51.12852537,-2.631745939
EVERSHOT,,1881,168,50.84678794,-2.728210477
EVERSHOT,,1881,168,50.84489792,-2.647762013
EVERTON,LIVERPOOL & BIRKENHEAD,1881,4434,53.42456851,-2.962477429
EVERTON,LIVERPOOL & BIRKENHEAD,1881,4434,53.41773021,-2.966833229
EVESHAM,,1881,646,52.10529114,-1.960017556
EWHURST,,1881,149,50.96304137,0.517181392
EXCHANGE,NOTTINGHAM,1881,1016,52.94308638,-1.14307877
EXETER EASTERN,EXETER,1881,1739,50.72648565,-3.521196548
EXETER EASTERN,EXETER,1881,1739,50.71528029,-3.519811203
EXETER WESTERN,EXETER,1881,1240,50.73931187,-3.535926855
EYE,,1881,388,52.33241249,1.120749313
EYE,,1881,388,52.29618116,1.153386396
EYNSFORD,,1881,487,52.80450313,1.121488015
EYTHORN,,1881,110,51.21327281,1.254393024
FAILSWORTH,OLDHAM,1881,440,53.51248465,-2.169354473
FAIRFORD,,1881,299,51.67925916,-1.805544986
FAIRFORD,,1881,299,51.71299447,-1.819329331
FAKENHAM,,1881,445,52.82338154,0.843090121
FAREHAM,,1881,683,50.82715897,-1.063814788
FAREHAM,,1881,683,50.8663326,-1.131152574
FARINGDON,,1881,410,51.68652558,-1.637300304
FARNBOROUGH,,1881,372,51.30636805,-0.793020481
FARNHAM,,1881,830,51.15674175,-0.77304352
FARNHAM,,1881,830,51.19634679,-0.761294624
FARNHAM,,1881,830,51.21720527,-0.790541093
FARNINGHAM,,1881,309,51.37198334,0.25790334
FARNWORTH,FARNWORTH,1881,973,53.54549153,-2.395223134
FARNWORTH,WIDNES,1881,962,53.36287632,-2.789010917
FARNWORTH,WIDNES,1881,962,53.38644261,-2.726586295
FAVERSHAM,,1881,717,51.30965446,0.883012284
FAWLEY,,1881,219,50.81785768,-1.410328361
FAZELEY,,1881,410,52.58886884,-1.70381904
FECKENHAM,,1881,473,52.1977072,-1.925907864
FECKENHAM,,1881,473,52.23873646,-1.969191862
FENNY STRATFORD,,1881,609,52.02724788,-0.715331371
FENNY STRATFORD,,1881,609,51.99981397,-0.646555745
FENTON,FENTON,1881,446,52.99715884,-2.159587023
FERNHURST,,1881,90,51.04290421,-0.753867873
FERNHURST,,1881,90,51.05181973,-0.713299093
FERNHURST,,1881,90,51.06993333,-0.780666667
FERRIBY,,1881,101,53.73859432,-0.511284719
FESTINIOG,,1881,730,52.9196174,-3.905375485
FESTINIOG,,1881,730,52.96937676,-4.042980102
FEWSTON,,1881,312,53.98209376,-1.731783896
FEWSTON,,1881,312,53.91160405,-1.598262091
FEWSTON,,1881,312,53.92982685,-1.650243735
FEWSTON,,1881,312,53.89563602,-1.584793906
FILEY,,1881,416,54.2123841,-0.361245611
FINCHAM,,1881,265,52.60819888,0.5056109
FINCHINGFIELD,,1881,362,51.992,0.500933333
FINCHINGFIELD,,1881,362,51.91686667,0.4744
FINCHINGFIELD,,1881,362,51.95440622,0.484173471
FINCHLEY,,1881,1270,51.60623758,-0.173786077
FINSBURY,LONDON,1881,509,51.52225141,-0.087061529
FISHGUARD,,1881,709,51.94230369,-4.941636783
FLAMSTEAD,,1881,374,51.80990343,-0.464551435
FLAXTON,,1881,136,54.03763323,-0.957767252
FLINT,,1881,512,53.21850623,-3.141605811
FOLESHILL,COVENTRY,1881,780,52.43111157,-1.496628911
FOLESHILL,COVENTRY,1881,780,52.46060513,-1.496137458
FOLKESTONE,FOLKESTONE,1881,1475,51.12785374,1.170537128
FOLKESTONE,FOLKESTONE,1881,1475,51.0956245,1.163786256
FOLKESTONE,FOLKESTONE,1881,1475,51.07665614,1.115936151
FONTMELL,,1881,184,50.95554762,-2.183847917
FORDHAM,,1881,259,51.9019,0.839833333
FORDHAM,,1881,259,51.89730321,0.752398701
FORDHAM,,1881,259,51.93199488,0.803693835
FORDHAM,,1881,259,51.90623333,0.7213
FORDHAM,,1881,259,51.95906667,0.766933333
FORDINGBRIDGE,,1881,384,50.95187927,-1.805011935
FORDINGBRIDGE,,1881,384,50.92592817,-1.670773163
FORMBY,SOUTHPORT,1881,870,53.5716517,-3.039441161
FORNCETT,,1881,408,52.49141768,1.152955239
FORNHAM,,1881,246,52.22330739,0.67108544
FORNHAM,,1881,246,52.28151378,0.65386432
FOSTON,,1881,201,53.98893139,-0.32231472
FOSTON,,1881,201,53.98995937,-0.377572183
FOTHERINGHAY,,1881,305,52.53216177,-0.455072971
FOWNHOPE,,1881,340,52.05652353,-2.625140519
FOWNHOPE,,1881,340,51.9625913,-2.604243576
FOWNHOPE,,1881,340,52.07445314,-2.550515411
FOWNHOPE,,1881,340,52.05624701,-2.689505456
FOWNHOPE,,1881,340,52.12657865,-2.66328281
FRAMFIELD,,1881,286,50.95014737,0.179313977
FRAMLINGHAM,,1881,257,52.20609556,1.349692066
FRAMPTON,,1881,254,51.76312531,-2.357446964
FRAMPTON,,1881,254,51.78962129,-2.336200033
FRANT,,1881,199,51.12346667,0.289433333
FRANT,,1881,199,51.10221593,0.273871452
FRIMLEY,ALDERSHOT,1881,1153,51.25074669,-0.687371274
FRIMLEY,ALDERSHOT,1881,1153,51.2182791,-0.72031572
FRIMLEY,ALDERSHOT,1881,1153,51.25259639,-0.766241516
FRIMLEY,ALDERSHOT,1881,1153,51.32193432,-0.72526819
FRIMLEY,ALDERSHOT,1881,1153,51.26110649,-0.695253339
FRODSHAM,,1881,582,53.26908742,-2.717111799
FROME,FROME,1881,869,51.21721261,-2.3110515
FULBOURN,CAMBRIDGE,1881,634,52.23297247,0.146060777
FULBOURN,CAMBRIDGE,1881,634,52.19632394,0.219605535
FULHAM,LONDON,1881,2252,51.48354254,-0.199410079
FULHAM,LONDON,1881,2252,51.47142408,-0.198283621
FULHAM,LONDON,1881,2252,51.48103351,-0.214082936
FYFIELD,,1881,115,51.69024447,-1.390467522
GAINSBOROUGH,GAINSBOROUGH,1881,716,53.4064569,-0.766538926
GAINSBOROUGH,GAINSBOROUGH,1881,716,53.43927903,-0.803252125
GARGRAVE,,1881,155,54.02048043,-2.112928879
GARSDALE,,1881,92,54.31864228,-2.381388651
GARSTANG,,1881,477,53.91615468,-2.735377575
GATESHEAD,NEWCASTLE & GATESHEAD,1881,2602,54.9485552,-1.59738136
GAWSWORTH,,1881,275,53.21535407,-2.176040624
GAYTON,,1881,184,52.72145249,0.589165446
GAZELEY,,1881,140,52.2068454,0.576719888
GAZELEY,,1881,140,52.24049274,0.517751152
GEDNEY HILL,,1881,219,52.69109146,-0.014812157
GEDNEY HILL,,1881,219,52.73720249,0.052654239
GELLIGAER,,1881,313,51.70843794,-3.275872079
GENEURGLYNN,,1881,307,52.48301198,-3.95614506
GILDERSOME,,1881,129,53.75713313,-1.627842207
GILLINGHAM,,1881,320,51.02290056,-2.282495714
GILLINGHAM,MEDWAY TOWNS,1881,1905,51.37509715,0.569269386
GILLINGHAM,MEDWAY TOWNS,1881,1905,51.35545983,0.537388696
GISBURN,,1881,282,53.95106805,-2.297954615
GLASTONBURY,,1881,814,51.1408684,-2.72110978
GLASTONBURY,,1881,814,51.21266667,-2.7465
GLOSSOP,GLOSSOP,1881,1059,53.44911165,-1.92121996
GNOSALL,,1881,305,52.76374875,-2.210034008
GNOSALL,,1881,305,52.80235885,-2.317256083
GODALMING,,1881,550,51.21323356,-0.679316188
GODALMING,,1881,550,51.13974464,-0.615693117
GODALMING,,1881,550,51.19606219,-0.627020517
GODSHILL,,1881,874,50.66578849,-1.203012946
GODSHILL,,1881,874,50.61736861,-1.279805539
GODSTONE,,1881,831,51.17810332,-0.138285594
GODSTONE,,1881,831,51.2450902,-0.036055026
GOLCAR,HUDDERSFIELD,1881,989,53.63744372,-1.896287314
GOLCAR,HUDDERSFIELD,1881,989,53.65474504,-1.836303606
GOLDEN SQUARE,LONDON,1881,838,51.51249493,-0.137031124
GOMERSAL,,1881,669,53.73765342,-1.676003729
GOODMANS FIELDS,LONDON,1881,463,51.51182825,-0.068546087
GOOLE,GOOLE,1881,537,53.68640441,-0.886017092
GORLESTON,GREAT YARMOUTH,1881,783,52.5807884,1.718516804
GORLESTON,GREAT YARMOUTH,1881,783,52.56422928,1.679119546
GOSBERTON,,1881,282,52.85581252,-0.175096056
GOSWELL STREET,LONDON,1881,985,51.52811842,-0.1039617
GOWER EASTERN,,1881,557,51.62833389,-4.098156842
GOWER EASTERN,,1881,557,51.59004496,-4.057159935
GOWER WESTERN,,1881,265,51.5860701,-4.209683695
GRANTHAM,GRANTHAM,1881,1406,52.95499044,-0.596787771
GRANTHAM,GRANTHAM,1881,1406,52.91916551,-0.701484985
GRASSINGTON,,1881,176,54.07004888,-1.957365404
GRAVESEND,GRAVESEND,1881,1608,51.43336685,0.372501312
GRAY'S INN LANE,LONDON,1881,1802,51.52610807,-0.118337214
GRAYRIGG,KENDAL,1881,349,54.40310321,-2.779299997
GRAYRIGG,KENDAL,1881,349,54.34300775,-2.709496035
GRAYRIGG,KENDAL,1881,349,54.36288035,-2.669111344
GRAYS,,1881,359,51.5049,0.335966667
GRAYS,,1881,359,51.50210361,0.292578686
GREASLEY,NOTTINGHAM,1881,1012,53.0523639,-1.28460983
GREAT BADDOW,,1881,362,51.72065133,0.532164724
GREAT BURSTEAD,,1881,281,51.5184,0.509133333
GREAT BURSTEAD,,1881,281,51.61606739,0.37822535
GREAT BURSTEAD,,1881,281,51.6096046,0.44980449
GREAT EASTON,,1881,183,52.54124588,-0.858342109
GREAT EASTON,,1881,183,52.54284676,-0.788695754
GREAT GRIMSBY,GRIMSBY,1881,3177,53.54129739,-0.137195782
GREAT MARLOW,,1881,431,51.61655024,-0.898657129
GREAT MARLOW,,1881,431,51.58711431,-0.791135623
GREAT TORRINGTON,,1881,342,50.95628503,-4.158661456
GREAT TORRINGTON,,1881,342,50.93146667,-4.2727
GREAT TORRINGTON,,1881,342,50.9056,-4.262566667
GREAT WAKERING,,1881,169,51.57439178,0.844916377
GREAT WALTHAM,,1881,231,51.79230489,0.374960304
GREAT WALTHAM,,1881,231,51.79926168,0.479054083
GREEN,LONDON,1881,2316,51.53066945,-0.046098592
GREENGATE,MANCHESTER & SALFORD,1881,1313,53.48798379,-2.255925878
GREENWICH EAST,LONDON,1881,1226,51.48339334,0.011476212
GREENWICH WEST,LONDON,1881,1113,51.47439428,-0.011034195
GRESLEY,BURTON-ON-TRENT,1881,677,52.79330133,-1.595333142
GRESLEY,BURTON-ON-TRENT,1881,677,52.75159505,-1.623288858
GRESLEY,BURTON-ON-TRENT,1881,677,52.79148928,-1.619133039
GREYSTOKE,,1881,483,54.66784961,-2.947404157
GREYSTOKE,,1881,483,54.80184282,-2.959511576
GRINGLEY,,1881,243,53.40406905,-0.930931572
GUILDFORD,GUILDFORD,1881,979,51.25926614,-0.585734258
GUILDFORD,GUILDFORD,1881,979,51.2342378,-0.583329579
GUISBROUGH,,1881,288,54.52578591,-1.076661717
GUITING,,1881,387,51.957043,-1.901860476
GWNNWS,,1881,308,52.31076789,-3.849442028
GYFFYLLIOG,,1881,152,53.08555219,-3.455889896
GYFFYLLIOG,,1881,152,53.11942723,-3.532371899
GYFFYLLIOG,,1881,152,53.06593016,-3.416947028
HACKNEY,LONDON,1881,4334,51.55101161,-0.041201552
HACKNEY,LONDON,1881,4334,51.54625809,-0.026241431
HACKNEY,LONDON,1881,4334,51.55728896,-0.052597606
HACKNEY ROAD,LONDON,1881,1743,51.53045326,-0.06214115
HADDENHAM,,1881,233,52.34778438,0.162382443
HADDENHAM,,1881,262,51.82589535,-0.972837306
HADLEIGH,,1881,482,51.99256667,0.832133333
HADLEIGH,,1881,482,52.01596667,0.9171
HADLEIGH,,1881,482,52.09533559,0.931007981
HADLEIGH,,1881,482,52.04968846,0.922978067
HAGGERSTON,LONDON,1881,2142,51.5313,-0.063733333
HAGGERSTON,LONDON,1881,2142,51.53400876,-0.065769176
HAGGERSTON,LONDON,1881,2142,51.53403966,-0.073775011
HAILSHAM,,1881,473,50.85130137,0.233938662
HAILSHAM,,1881,473,50.899,0.433633333
HAILSHAM,,1881,473,50.87886509,0.357345572
HALE,,1881,163,53.34922265,-2.824661034
HALESOWEN,,1881,737,52.46365314,-2.011546261
HALESOWEN,,1881,737,52.45824133,-1.994673927
HALESOWEN,,1881,737,52.45461696,-2.05059777
HALESWORTH,,1881,517,52.31212803,1.43748103
HALESWORTH,,1881,517,52.36756287,1.483854575
HALFORD,,1881,195,52.10698413,-1.569640951
HALIFAX,HALIFAX,1881,3215,53.71480901,-1.873202753
HALIFAX,HALIFAX,1881,3215,53.71113333,-1.898066667
HALLIWELL,BOLTON,1881,486,53.59548551,-2.476735955
HALSALL,,1881,164,53.58455485,-2.980554583
HALSTEAD,,1881,689,51.9492129,0.753790753
HALSTEAD,,1881,689,51.90092483,0.734849441
HALSTEAD,,1881,689,51.93915566,0.659572301
HALSTEAD,,1881,689,51.97599262,0.627228771
HALTWHISTLE,,1881,576,54.94198426,-2.452637486
HAMBLEDON,,1881,365,50.90230422,-1.269486932
HAMBLEDON,,1881,365,50.93167927,-1.117828547
HAMPSTEAD,LONDON,1881,3267,51.55002571,-0.17820543
HAMPTON,KINGSTON UPON THAMES,1881,959,51.41742034,-0.343399847
HAMSTERLEY,CROOK,1881,771,54.66489184,-1.810456781
HANDSWORTH,,1881,268,53.3631671,-1.391384794
HANDSWORTH,BIRMINGHAM & SMETHWICK,1881,1634,52.52819196,-1.915080705
HANLEY,HANLEY,1881,1146,53.02601181,-2.164553708
HANLEY,HANLEY,1881,1146,53.02405669,-2.121712563
HANLEY,HANLEY,1881,1146,53.05283357,-2.102863416
HANLEY CASTLE,,1881,1095,52.12075237,-2.283870038
